ObjectID,ProjectID,AssetID,AreaID,Region,DataFormat,Orgnztion,URL,Notes,Contact,Email,FundType,FunderName,FundEnd,FundSec,ProjFocus,PhysFocus,BioFocus,InstiType,AssetType,StudyType,TidalExp,EcoType,Latitude,Longitude,Depth_m_,ProfileMin,ProfileMax,MeasType,MeasFreq,Meas/Yr,MeasPeriod,ProgDur,YearSamp,StartYr,EndYr,Ongoing,DataFreq,DiscSWpCO2,ATMpCO2,DiscSWpH,DiscTA,DiscDIC,SatState,DiscDO,isSWpCO2,isSWpH,isDIC,isDO,CalcPmtrs,Methods,Instrument,Temp,Salinity,Pressure,Turbidity,DOC,OtherPhys,Nutrients,Chlrophyl,Nitrate,Ammonium,Phosphate,Silicate,Iron,BioSamples,BioAbund,BioAdapt,BioBiomass,BioCalc,BioComm,BioDistr,BioDiv,BioEvol,BioFoodweb,BioGrRate,BioPhtosyn,BioRecr,BioSurv,BioMovmnt,BioBehvor,OtherBio,OAHFocus,DisCrbPmtr,ISCrbPmtr
OR296,2011 West Coast OA Cruise,WCOA2011 - 11-79,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,36.79,-121.87,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR297,2011 West Coast OA Cruise,WCOA2011 - 11-80,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,36.8,-121.85,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR298,2011 West Coast OA Cruise,WCOA2011 - 12-81,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,33.52,-122.5,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR299,2011 West Coast OA Cruise,WCOA2011 - 12-82,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,34.14,-121.16,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR300,2011 West Coast OA Cruise,WCOA2011 - 12-83,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,34.21,-121.02,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR301,2011 West Coast OA Cruise,WCOA2011 - 12-84,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,34.33,-120.8,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR302,2011 West Coast OA Cruise,WCOA2011 - 12-85,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,34.38,-120.65,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR303,2011 West Coast OA Cruise,WCOA2011 - 12-86,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,34.42,-120.58,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR304,2011 West Coast OA Cruise,WCOA2011 - 12-87,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,34.43,-120.43,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR305,2011 West Coast OA Cruise,WCOA2011 - 12-88,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,34.43,-120.49,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR306,2011 West Coast OA Cruise,WCOA2011 - 13-89,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,31.95,-120.9,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR307,2011 West Coast OA Cruise,WCOA2011 - 13-90,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,32.34,-120.09,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR308,2011 West Coast OA Cruise,WCOA2011 - 13-91,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,32.39,-120,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR309,2011 West Coast OA Cruise,WCOA2011 - 13-93,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,33.35,-118.03,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR310,2011 West Coast OA Cruise,WCOA2011 - 13-94,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,33.48,-117.77,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR311,2011 West Coast OA Cruise,WCOA2011 - 13-95,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2011,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,33.49,-117.75,,0,46,spot,Once,0,,1,2011,2011,2011,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR372,2012 West Coast OA Cruise,WCOA2012 - 12-65,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.83,-124.26,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR373,2012 West Coast OA Cruise,WCOA2012 - 12-66,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.85,-124.35,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR374,2012 West Coast OA Cruise,WCOA2012 - 12-67,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.89,-124.49,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR375,2012 West Coast OA Cruise,WCOA2012 - 12-68,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.96,-124.77,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR376,2012 West Coast OA Cruise,WCOA2012 - 12-69,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.99,-124.89,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR377,2012 West Coast OA Cruise,WCOA2012 - 13-70,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,39.89,-125.21,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR378,2012 West Coast OA Cruise,WCOA2012 - 13-71,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40,-124.94,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR379,2012 West Coast OA Cruise,WCOA2012 - 13-72,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.11,-124.71,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR380,2012 West Coast OA Cruise,WCOA2012 - 13-73,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.2,-124.49,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR381,2012 West Coast OA Cruise,WCOA2012 - 13-74,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.21,-124.45,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR382,2012 West Coast OA Cruise,WCOA2012 - 13-75,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.23,-124.42,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR383,2012 West Coast OA Cruise,WCOA2012 - 13-76,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,40.23,-124.4,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR384,2012 West Coast OA Cruise,WCOA2012 - 14-77,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,37.67,-123.48,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR385,2012 West Coast OA Cruise,WCOA2012 - 14-78,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,37.75,-123.31,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR386,2012 West Coast OA Cruise,WCOA2012 - 14-79,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,37.77,-123.26,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
OR387,2012 West Coast OA Cruise,WCOA2012 - 14-80,,California,point,National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml,,Dr. Richard Feely,richard.a.feely@noaa.gov,External funds,NOAA,2012,Not pursuing continued funding,Physical/Biogeochemical & Biological,Oceanographic Characterization,Plankton Distribution,Agency,Cruise Station,Cruise,No,Nearshore; Open Ocean; Deep Sea,37.84,-123.09,,0,51,spot,Once,0,,1,2012,2012,2012,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Phytoplankton; Zooplankton,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,OAH,4,0
